Pos,MPG,2PA,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,ORtg,DRtg,2P_3-10,2P_10-16,2P_16-3P,2P%_0-3,2P%_3-10,2P%_10-16,2P%_16-3P,3P%,2P%_asst,3P%_asst,Corner3%_3PA,Corner3%
PF,24.13157894736842,15.8,4.1,3.1,7.8,3.5,2.3,0.8,3.3,5.0,108.0,112,0.175,0.058,0.051,0.7290000000000001,0.467,0.36,0.273,0.269,0.594,0.969,0.319,0.316
PF,26.15625,15.5,4.0,3.0,7.6,3.2,2.3,0.8,3.3,5.2,106.0,113,0.17600000000000002,0.056,0.041,0.7190000000000001,0.464,0.364,0.25,0.27,0.593,0.968,0.322,0.324
PF,27.566666666666666,14.8,6.1,2.4,5.6,3.7,0.9,0.4,2.7,3.6,110.0,117,0.22,0.1,0.14800000000000002,0.725,0.411,0.422,0.453,0.287,0.569,0.973,0.256,0.303
C,16.185185185185187,12.1,6.2,4.5,7.0,1.9,1.0,1.3,2.6,8.0,109.0,116,0.353,0.103,0.043,0.745,0.415,0.16699999999999998,0.2,0.0,0.639,0.0,0.0,0.0
PF,13.152542372881355,3.7,2.6,2.1,7.1,2.5,0.4,0.2,1.3,3.3,119.0,111,0.064,0.039,0.034,0.552,0.467,0.333,0.25,0.39,0.7859999999999999,1.0,0.413,0.423
PG,31.542857142857148,12.8,6.1,0.6,7.1,10.4,2.4,0.2,3.5,3.5,120.0,108,0.122,0.303,0.163,0.852,0.509,0.517,0.531,0.365,0.124,0.324,0.102,0.355
PG,27.68888888888889,14.5,3.4,2.0,6.3,12.6,2.7,0.7,3.8,3.5,105.0,111,0.268,0.105,0.064,0.575,0.407,0.348,0.429,0.203,0.212,0.857,0.159,0.273
SF,14.89655172413793,7.6,0.9,2.8,5.8,5.2,3.6,0.8,2.2,5.8,103.0,111,0.129,0.034,0.009000000000000001,0.64,0.067,0.25,1.0,0.28300000000000003,0.629,1.0,0.391,0.278
SG,11.06060606060606,9.7,2.1,1.3,5.7,7.3,2.2,0.5,4.3,4.5,80.0,109,0.09,0.032,0.013,0.481,0.14300000000000002,0.0,1.0,0.188,0.16699999999999998,0.667,0.05,0.0
C,17.327868852459016,13.2,7.2,4.6,10.2,7.2,1.5,1.8,3.8,6.7,118.0,108,0.229,0.059,0.017,0.779,0.333,0.17600000000000002,0.0,0.0,0.723,0.0,0.4,0.0
C,17.742424242424242,10.9,3.5,5.3,10.0,4.7,1.5,3.9,2.2,5.1,125.0,108,0.267,0.075,0.0,0.674,0.507,0.6,0.0,0.0,0.753,0.0,0.0,0.0
SG,22.350877192982455,8.9,4.5,0.3,4.1,5.0,1.3,0.4,2.8,3.5,91.0,117,0.094,0.086,0.163,0.523,0.426,0.349,0.293,0.279,0.462,0.851,0.113,0.3670000000000001
SF,23.24,11.0,4.2,0.9,5.9,4.6,1.9,0.6,3.9,5.7,99.0,115,0.121,0.105,0.105,0.718,0.353,0.295,0.295,0.335,0.444,0.755,0.196,0.419
SF,16.418181818181818,12.9,3.9,3.6,10.6,2.5,1.5,1.4,2.7,5.5,118.0,109,0.115,0.057,0.107,0.721,0.318,0.318,0.463,0.422,0.632,0.8390000000000001,0.259,0.421
SF,23.642857142857146,11.4,3.9,1.9,5.1,3.6,2.2,0.9,1.6,4.5,112.0,110,0.193,0.086,0.114,0.391,0.7040000000000001,0.333,0.375,0.387,0.342,0.917,0.226,0.429
PF,21.10606060606061,14.1,3.3,2.8,9.0,3.4,1.1,0.6,2.6,3.8,107.0,113,0.211,0.114,0.146,0.616,0.484,0.388,0.407,0.358,0.5660000000000001,0.985,0.193,0.417
C,31.824561403508767,14.1,7.5,2.7,11.7,2.7,1.1,3.1,2.5,4.9,111.0,107,0.124,0.18,0.07200000000000001,0.725,0.302,0.387,0.403,0.35200000000000004,0.727,0.972,0.04,0.375
C,26.525,8.7,5.1,3.4,6.9,2.7,1.5,1.0,1.6,4.6,134.0,111,0.135,0.013,0.004,0.813,0.32299999999999995,0.0,0.0,0.256,0.809,1.0,0.308,0.333
SG,28.44230769230769,10.5,4.9,0.8,5.3,2.9,1.9,0.7,2.5,3.5,115.0,106,0.13699999999999998,0.032,0.043,0.662,0.451,0.368,0.462,0.399,0.6679999999999999,0.954,0.311,0.435
PF,29.015625,7.8,2.3,1.3,8.4,3.0,1.5,0.6,3.2,4.1,94.0,109,0.112,0.07400000000000001,0.042,0.54,0.313,0.345,0.387,0.339,0.5760000000000001,0.877,0.309,0.331
PF,32.5,18.1,8.2,3.5,11.0,4.6,1.2,0.5,4.5,4.2,105.0,112,0.235,0.097,0.081,0.631,0.424,0.439,0.358,0.277,0.404,0.938,0.16899999999999998,0.385
SF,26.74137931034483,9.1,3.8,1.1,5.4,2.6,1.9,0.8,2.9,4.0,95.0,115,0.134,0.085,0.103,0.54,0.365,0.319,0.35100000000000003,0.332,0.508,0.867,0.284,0.338
SG,26.35,6.8,5.4,0.3,4.1,3.5,0.6,0.3,2.2,2.8,122.0,116,0.055,0.06,0.189,0.595,0.343,0.368,0.462,0.453,0.8109999999999999,0.933,0.139,0.527
C,16.5,13.7,5.0,3.2,8.4,3.3,1.8,2.1,2.1,7.8,105.0,110,0.198,0.025,0.0,0.598,0.25,0.16699999999999998,0.0,0.33,0.603,0.938,0.155,0.467
SG,30.78181818181818,11.4,4.0,1.2,3.8,4.6,1.5,1.0,3.0,3.9,104.0,111,0.142,0.14400000000000002,0.163,0.636,0.38,0.344,0.552,0.341,0.43,0.812,0.12,0.3670000000000001
SG,23.44117647058824,6.7,3.2,0.8,4.3,3.3,1.4,0.3,1.5,3.7,110.0,113,0.158,0.024,0.006,0.584,0.392,0.16699999999999998,0.667,0.35600000000000004,0.27,0.708,0.207,0.411
SG,29.671232876712327,1.8,1.6,0.2,5.0,2.3,0.8,0.4,1.6,4.3,122.0,113,0.029,0.009000000000000001,0.015,0.8440000000000001,0.6,0.16699999999999998,0.2,0.446,0.83,0.963,0.234,0.493
SF,28.806451612903228,10.6,2.3,2.2,5.1,2.6,1.4,0.4,1.5,2.7,114.0,115,0.171,0.115,0.16699999999999998,0.7090000000000001,0.455,0.441,0.455,0.391,0.777,0.922,0.376,0.419
SF,31.58333333333333,10.6,2.3,2.1,5.1,2.7,1.4,0.4,1.6,2.6,112.0,116,0.17,0.124,0.174,0.68,0.465,0.46,0.443,0.4,0.773,0.912,0.371,0.429
SF,19.285714285714285,10.4,2.2,2.7,5.2,2.0,1.6,0.4,0.9,3.2,124.0,111,0.17600000000000002,0.059,0.129,0.815,0.4,0.2,0.545,0.333,0.8,1.0,0.407,0.364
SG,15.539682539682538,7.5,2.7,0.6,5.6,4.2,1.3,0.8,2.4,5.4,96.0,113,0.129,0.129,0.135,0.6,0.275,0.5,0.333,0.32,0.439,0.918,0.261,0.275
SG,11.333333333333336,6.9,1.9,0.5,5.5,4.6,1.3,0.8,2.6,5.5,87.0,109,0.125,0.118,0.125,0.632,0.17600000000000002,0.5,0.235,0.284,0.407,0.895,0.269,0.111
SG,23.952380952380953,8.2,3.5,0.7,5.7,3.8,1.4,0.8,2.1,5.3,103.0,116,0.132,0.138,0.14400000000000002,0.563,0.348,0.5,0.4,0.349,0.462,0.933,0.256,0.409
C,23.147540983606557,11.8,5.1,6.4,8.3,1.2,1.8,4.1,1.3,6.7,144.0,107,0.073,0.003,0.0,0.775,0.36,0.0,0.0,0.0,0.6679999999999999,0.0,0.0,0.0
PG,20.5,9.8,2.0,1.1,5.8,11.6,1.9,0.1,4.4,2.8,103.0,108,0.171,0.064,0.079,0.58,0.35700000000000004,0.381,0.385,0.328,0.125,0.659,0.192,0.333
PG,25.96,23.0,5.3,1.0,3.6,10.5,1.5,0.6,4.8,1.9,109.0,115,0.252,0.145,0.106,0.665,0.458,0.468,0.438,0.306,0.173,0.644,0.122,0.444
SG,27.3768115942029,8.8,4.7,0.3,5.4,2.1,2.0,0.6,1.8,2.8,106.0,110,0.066,0.104,0.14400000000000002,0.763,0.339,0.398,0.426,0.35100000000000003,0.628,0.87,0.08900000000000001,0.4
PG,34.349206349206355,12.0,4.4,1.2,5.2,6.0,1.4,0.2,3.3,2.9,108.0,115,0.149,0.103,0.078,0.5529999999999999,0.343,0.361,0.384,0.407,0.319,0.8079999999999999,0.187,0.405
PG,31.01538461538461,11.2,5.3,1.1,6.1,13.4,2.2,0.3,4.1,3.9,113.0,111,0.13699999999999998,0.133,0.16899999999999998,0.529,0.284,0.489,0.393,0.361,0.278,0.872,0.269,0.379
PG,32.266666666666666,13.6,6.5,0.6,5.2,9.3,1.6,0.4,4.8,2.8,106.0,115,0.118,0.155,0.139,0.7120000000000001,0.39,0.42,0.517,0.3670000000000001,0.243,0.5379999999999999,0.081,0.429
PG,32.121212121212125,14.2,6.5,0.6,4.9,9.3,1.4,0.4,4.6,2.9,106.0,116,0.124,0.159,0.14300000000000002,0.767,0.38,0.396,0.5489999999999999,0.374,0.275,0.608,0.09,0.483
PG,32.666666666666664,12.0,6.5,0.4,6.2,9.4,2.0,0.5,5.4,2.6,105.0,113,0.1,0.142,0.128,0.609,0.429,0.5,0.407,0.345,0.14300000000000002,0.316,0.055,0.16699999999999998
PF,34.82258064516129,17.6,6.7,4.2,13.1,7.0,1.1,0.7,3.8,4.4,115.0,106,0.225,0.047,0.138,0.6859999999999999,0.382,0.35,0.487,0.254,0.6509999999999999,1.0,0.09,0.16699999999999998
PF,13.852941176470587,10.5,2.8,2.1,7.0,2.2,1.6,1.2,1.5,6.6,118.0,108,0.165,0.104,0.043,0.773,0.526,0.25,0.4,0.154,0.7879999999999999,1.0,0.769,0.1
PF,24.72727272727273,8.8,3.7,2.9,8.9,3.6,1.1,0.5,2.6,4.5,114.0,112,0.141,0.037000000000000005,0.065,0.669,0.395,0.5,0.486,0.35700000000000004,0.669,0.976,0.166,0.231
SG,28.892307692307693,9.0,3.1,1.9,4.6,9.1,2.1,0.2,3.3,3.5,111.0,112,0.212,0.1,0.04,0.595,0.402,0.473,0.273,0.322,0.341,0.906,0.28600000000000003,0.368
PF,11.151515151515152,3.9,1.9,0.9,5.1,1.9,1.0,0.5,0.9,6.4,104.0,118,0.109,0.054000000000000006,0.022,0.5710000000000001,0.4,0.6,0.5,0.311,0.688,1.0,0.295,0.5
PG,30.753846153846155,15.6,5.7,0.5,5.3,6.4,1.1,0.3,4.0,3.5,108.0,112,0.121,0.174,0.141,0.639,0.444,0.44,0.456,0.385,0.35700000000000004,0.84,0.105,0.529
PF,17.75,5.3,1.5,2.6,7.3,2.2,0.8,0.2,1.0,3.9,117.0,112,0.086,0.06,0.04,0.603,0.5,0.381,0.35700000000000004,0.369,0.696,1.0,0.217,0.255
PF,10.634146341463415,3.9,0.8,2.2,7.6,2.7,2.5,1.3,1.6,4.6,103.0,107,0.066,0.033,0.055,0.826,0.16699999999999998,0.333,0.2,0.278,0.591,1.0,0.444,0.417
PG,32.96923076923077,18.9,6.1,1.4,3.2,4.4,1.5,0.2,3.6,3.2,108.0,118,0.215,0.153,0.068,0.615,0.391,0.446,0.419,0.38,0.293,0.742,0.11,0.536
SG,27.396226415094336,3.1,2.5,0.2,3.1,3.2,0.7,0.3,1.4,4.6,115.0,113,0.043,0.038,0.031,0.6859999999999999,0.118,0.5329999999999999,0.16699999999999998,0.375,0.596,0.973,0.267,0.418
SF,18.53846153846154,6.1,1.4,1.8,4.9,2.4,2.4,0.4,2.0,4.1,85.0,109,0.031,0.078,0.219,0.6,0.5,0.4,0.28600000000000003,0.242,0.769,0.875,0.242,0.25
PF,35.166666666666664,16.7,6.8,1.4,8.5,4.7,1.4,1.2,3.3,3.8,107.0,105,0.235,0.07400000000000001,0.083,0.703,0.382,0.329,0.304,0.359,0.423,0.664,0.222,0.383
PG,35.385964912280706,15.4,7.2,2.7,8.0,10.9,2.9,0.8,4.8,4.5,116.0,106,0.304,0.04,0.006,0.7190000000000001,0.365,0.154,0.0,0.28600000000000003,0.507,1.0,0.429,0.667
SG,20.7,10.2,3.0,0.8,4.2,3.2,0.9,0.3,2.0,4.4,102.0,119,0.131,0.127,0.11,0.575,0.343,0.353,0.441,0.332,0.374,0.68,0.168,0.368
SG,31.98333333333333,7.2,3.8,1.1,4.6,7.3,2.5,0.7,2.6,4.1,110.0,107,0.163,0.103,0.044,0.539,0.35100000000000003,0.443,0.267,0.34700000000000003,0.303,0.723,0.147,0.345
PG,15.794117647058822,14.2,4.8,1.9,5.2,8.9,2.5,0.7,5.3,5.9,84.0,112,0.128,0.081,0.204,0.5429999999999999,0.222,0.235,0.18600000000000005,0.29600000000000004,0.179,0.563,0.14800000000000002,0.375
PG,26.279411764705888,13.6,2.2,0.8,4.9,8.7,1.5,0.8,2.5,2.8,108.0,117,0.168,0.161,0.19,0.617,0.362,0.514,0.359,0.3670000000000001,0.171,0.742,0.272,0.348
SF,27.813559322033896,3.8,1.0,0.3,3.1,3.8,1.0,0.4,0.9,3.0,121.0,117,0.118,0.068,0.047,0.6920000000000001,0.489,0.34600000000000003,0.556,0.402,0.647,0.892,0.374,0.4320000000000001
C,18.081632653061224,10.0,5.0,4.2,7.7,2.5,1.8,1.3,2.9,3.4,107.0,112,0.112,0.078,0.132,0.556,0.303,0.478,0.333,0.391,0.607,1.0,0.182,0.55
SG,14.419354838709678,9.7,3.1,1.2,3.8,6.0,1.6,1.0,2.4,4.8,100.0,110,0.204,0.063,0.0,0.725,0.276,0.222,0.0,0.264,0.574,0.929,0.302,0.625
PF,10.666666666666666,7.5,2.8,4.5,12.1,5.1,0.5,1.2,6.1,10.3,95.0,113,0.191,0.106,0.043,0.7240000000000001,0.444,0.4,0.5,0.0,0.75,0.0,0.5,0.0
PF,13.25,7.4,2.7,4.5,12.2,5.2,0.4,0.9,5.6,9.7,99.0,114,0.18600000000000005,0.116,0.023,0.741,0.375,0.4,1.0,0.0,0.731,0.0,0.5,0.0
PF,34.31818181818182,16.1,6.7,1.4,8.4,4.3,2.0,1.2,3.3,2.9,111.0,106,0.155,0.126,0.08900000000000001,0.618,0.374,0.396,0.394,0.403,0.433,0.545,0.171,0.413
PG,24.813559322033896,11.8,6.3,0.9,3.7,9.8,1.4,0.6,3.7,3.4,112.0,116,0.297,0.123,0.039,0.574,0.407,0.317,0.368,0.368,0.159,0.465,0.085,0.5
PG,27.794117647058826,11.6,7.1,0.7,3.6,10.2,1.2,0.6,3.7,3.4,116.0,116,0.315,0.102,0.019,0.531,0.431,0.394,0.667,0.379,0.134,0.424,0.08,0.28600000000000003
PG,20.76,12.1,4.8,1.1,3.8,9.0,1.7,0.5,3.6,3.2,105.0,117,0.261,0.16399999999999998,0.079,0.654,0.349,0.222,0.231,0.333,0.207,0.6,0.1,1.0
SG,27.903225806451612,5.5,2.4,0.8,5.2,4.3,1.3,0.8,1.7,3.0,106.0,111,0.055,0.06,0.056,0.584,0.375,0.28600000000000003,0.424,0.329,0.611,0.858,0.28800000000000003,0.35100000000000003
C,24.092307692307692,10.2,3.5,4.3,8.8,3.4,1.1,2.6,1.7,6.7,130.0,105,0.16899999999999998,0.073,0.04,0.7290000000000001,0.458,0.516,0.412,0.333,0.804,1.0,0.135,0.385
PG,23.125,12.0,3.8,0.6,2.9,7.4,0.7,0.3,3.9,3.9,103.0,120,0.157,0.185,0.14800000000000002,0.536,0.299,0.392,0.476,0.413,0.385,0.769,0.111,0.238
SG,10.731707317073173,5.5,1.3,1.0,5.6,2.4,1.1,0.1,1.7,4.1,119.0,109,0.053,0.087,0.14,0.444,0.375,0.462,0.619,0.475,0.769,0.957,0.212,0.524
PF,30.192982456140353,15.2,4.6,6.4,9.9,3.4,0.9,1.4,2.9,3.5,112.0,114,0.3720000000000001,0.073,0.018000000000000002,0.624,0.435,0.317,0.1,0.391,0.599,0.667,0.087,0.0
SG,19.8,4.1,1.5,1.7,2.4,3.0,3.5,1.8,1.9,5.3,105.0,106,0.079,0.03,0.026,0.653,0.28600000000000003,0.25,0.14300000000000002,0.35700000000000004,0.732,1.0,0.338,0.415
PF,15.854545454545455,2.0,1.6,1.9,6.5,2.3,1.0,0.6,1.9,4.0,103.0,115,0.06,0.011,0.022,0.4,0.364,0.5,0.75,0.338,0.875,0.98,0.228,0.424
PF,16.78787878787879,2.4,1.6,2.3,7.1,2.5,0.7,0.8,1.8,4.6,106.0,117,0.06,0.009000000000000001,0.017,0.444,0.429,1.0,0.5,0.337,0.846,0.967,0.258,0.435
PF,18.153846153846157,1.4,1.6,1.0,5.5,2.0,1.4,0.2,1.8,2.8,110.0,113,0.063,0.021,0.021,0.0,0.333,0.0,1.0,0.415,1.0,1.0,0.171,0.5710000000000001
SG,20.923076923076927,7.0,0.9,1.6,7.6,4.6,2.3,0.9,2.8,5.3,98.0,112,0.19,0.016,0.032,0.72,0.25,0.0,0.0,0.348,0.476,1.0,0.348,0.375
C,33.91428571428571,13.5,8.8,3.7,11.1,6.0,1.3,1.6,4.3,4.6,121.0,110,0.14800000000000002,0.032,0.047,0.721,0.457,0.25,0.276,0.412,0.505,0.816,0.101,0.429
SF,21.83606557377049,6.2,1.6,0.9,2.7,2.2,1.7,0.6,0.8,3.2,121.0,117,0.075,0.1,0.113,0.696,0.333,0.4320000000000001,0.44,0.418,0.44,0.857,0.272,0.411
SG,12.125,8.9,7.2,1.0,3.8,4.7,0.5,0.7,3.7,4.9,115.0,118,0.057,0.085,0.151,0.682,0.16699999999999998,0.667,0.625,0.358,0.281,0.789,0.132,0.429
PF,34.263888888888886,2.4,0.9,2.1,6.8,2.2,1.4,0.7,1.4,4.3,114.0,111,0.08900000000000001,0.035,0.026,0.619,0.474,0.467,0.545,0.358,0.7290000000000001,0.991,0.7659999999999999,0.384
SG,13.210526315789476,11.5,2.6,1.5,5.6,7.1,1.7,1.5,4.8,3.7,84.0,115,0.149,0.343,0.134,0.55,0.5,0.261,0.333,0.0,0.4,0.0,0.2,0.0
C,29.451612903225808,9.0,4.5,2.3,8.5,1.9,1.2,3.5,2.3,4.4,108.0,105,0.152,0.107,0.094,0.677,0.483,0.54,0.309,0.344,0.7090000000000001,1.0,0.14800000000000002,0.35100000000000003
C,26.357142857142854,16.4,5.1,5.4,14.6,3.3,0.8,1.9,3.2,4.7,120.0,107,0.359,0.068,0.027000000000000003,0.735,0.5429999999999999,0.34,0.45,0.35200000000000004,0.588,1.0,0.14300000000000002,0.231
SF,13.555555555555555,9.9,0.8,0.9,6.4,4.2,2.6,0.6,2.6,5.0,100.0,109,0.152,0.14300000000000002,0.08,0.545,0.444,0.529,0.579,0.336,0.412,0.7829999999999999,0.153,0.429
SG,35.7037037037037,9.8,4.9,0.4,4.6,8.8,2.5,0.4,3.0,3.3,113.0,106,0.113,0.038,0.06,0.5489999999999999,0.23,0.276,0.326,0.39,0.185,0.6920000000000001,0.158,0.441
C,10.472222222222221,9.5,4.0,4.6,10.8,3.5,1.4,0.7,2.6,4.9,121.0,111,0.315,0.0,0.011,0.723,0.517,0.0,0.0,0.2,0.551,1.0,0.2,0.333
C,11.965517241379311,9.6,3.7,4.5,11.0,3.5,1.5,0.8,2.5,4.8,119.0,111,0.314,0.0,0.012,0.705,0.519,0.0,0.0,0.14300000000000002,0.556,1.0,0.14300000000000002,0.0
C,32.225806451612904,18.1,4.1,3.4,13.0,5.4,1.3,1.1,2.1,3.3,114.0,107,0.27,0.131,0.084,0.675,0.487,0.43,0.425,0.339,0.7190000000000001,0.99,0.031,0.778
C,18.555555555555557,10.4,5.3,3.1,9.1,3.1,1.6,1.1,3.7,8.5,114.0,113,0.188,0.015,0.008,0.777,0.34,0.5,0.0,0.313,0.767,1.0,0.163,0.385
PG,31.107142857142854,11.5,6.7,1.0,5.0,7.4,1.3,0.8,3.2,2.5,116.0,110,0.111,0.076,0.08199999999999999,0.597,0.273,0.471,0.466,0.381,0.247,0.489,0.053,0.36
SG,16.19672131147541,12.4,3.0,1.1,5.6,3.3,1.5,0.7,2.1,3.8,100.0,115,0.188,0.09,0.123,0.584,0.313,0.281,0.341,0.406,0.595,0.951,0.248,0.36
SG,11.428571428571427,8.4,5.0,0.9,5.5,3.8,2.0,0.3,2.9,5.5,80.0,115,0.136,0.068,0.023,0.579,0.16699999999999998,0.333,0.0,0.067,0.615,0.0,0.267,0.0
PG,19.281690140845075,9.2,4.8,0.8,4.3,6.3,2.2,0.5,2.7,4.7,115.0,109,0.235,0.083,0.105,0.6920000000000001,0.271,0.433,0.395,0.363,0.4320000000000001,0.892,0.049,0.8
SF,32.86567164179105,17.0,4.5,1.5,4.7,2.2,1.7,0.7,1.9,4.1,116.0,110,0.171,0.21600000000000005,0.112,0.759,0.465,0.488,0.455,0.403,0.609,0.901,0.412,0.419
PF,30.32758620689655,10.2,3.9,1.7,7.3,3.5,1.5,1.3,2.6,4.5,105.0,112,0.25,0.024,0.012,0.66,0.34,0.214,0.429,0.374,0.7859999999999999,0.965,0.274,0.508
PG,10.818181818181818,10.1,3.2,0.0,4.9,6.5,4.1,0.8,6.1,5.3,73.0,103,0.184,0.122,0.061,0.7140000000000001,0.222,0.16699999999999998,0.667,0.16699999999999998,0.2,0.25,0.125,0.0
PG,35.94736842105263,24.1,8.6,2.3,7.9,9.1,2.1,0.5,5.8,4.5,106.0,109,0.142,0.13,0.14800000000000002,0.64,0.363,0.404,0.402,0.258,0.235,0.655,0.192,0.22
PG,25.753846153846155,12.0,3.7,0.8,5.8,5.0,1.4,0.2,3.1,3.4,100.0,112,0.106,0.054000000000000006,0.107,0.529,0.321,0.3720000000000001,0.329,0.354,0.263,0.759,0.141,0.377
SG,24.661764705882355,9.6,6.0,1.0,5.4,6.9,1.3,1.7,2.5,4.3,118.0,114,0.192,0.094,0.069,0.6,0.528,0.385,0.368,0.366,0.385,0.81,0.14800000000000002,0.344
C,29.970149253731346,16.5,5.7,6.1,15.4,1.9,0.6,4.7,2.8,4.7,125.0,107,0.259,0.108,0.064,0.74,0.511,0.395,0.422,0.5710000000000001,0.6459999999999999,1.0,0.0,0.0
SF,34.407407407407405,16.2,6.7,1.7,5.2,5.0,1.1,1.3,3.3,3.2,105.0,114,0.212,0.102,0.094,0.6859999999999999,0.454,0.33,0.337,0.332,0.393,0.775,0.138,0.326
SF,34.642857142857146,16.4,6.6,1.5,5.5,4.9,0.9,1.1,3.4,3.2,104.0,115,0.214,0.103,0.08199999999999999,0.685,0.456,0.284,0.354,0.331,0.365,0.736,0.135,0.27
SF,33.583333333333336,15.3,7.2,2.1,4.4,5.1,1.9,2.0,3.0,3.1,106.0,113,0.202,0.101,0.14400000000000002,0.6890000000000001,0.447,0.526,0.29600000000000004,0.339,0.5,0.95,0.153,0.556
PF,15.115942028985508,5.3,2.5,2.7,5.5,3.1,1.4,1.7,2.3,7.5,104.0,108,0.19,0.071,0.019,0.6609999999999999,0.55,0.267,0.0,0.25,0.619,0.875,0.4270000000000001,0.293
PF,12.0,8.3,3.4,6.2,10.4,2.1,0.3,2.1,1.3,4.2,126.0,115,0.265,0.118,0.147,0.857,0.556,0.0,0.4,0.0,0.579,0.0,0.5,0.0
PF,21.33333333333333,2.8,1.4,2.8,7.5,3.2,1.5,1.2,1.2,4.9,103.0,111,0.048,0.014,0.02,0.5529999999999999,0.429,0.5,0.333,0.258,0.654,0.96,0.433,0.35700000000000004
PG,28.676923076923078,15.7,8.6,0.8,4.3,9.3,1.1,0.3,4.6,2.0,109.0,111,0.183,0.145,0.142,0.575,0.409,0.368,0.421,0.35200000000000004,0.207,0.64,0.229,0.34700000000000003
PF,19.46551724137931,4.8,2.5,1.3,6.6,2.6,1.6,1.3,1.4,4.4,116.0,110,0.195,0.06,0.022,0.838,0.481,0.375,0.16699999999999998,0.359,0.667,0.982,0.365,0.474
PF,19.70731707317073,5.8,3.1,0.9,5.8,2.5,1.6,1.4,1.6,4.4,115.0,113,0.224,0.062,0.029,0.852,0.489,0.231,0.16699999999999998,0.376,0.64,0.977,0.316,0.514
PF,18.88235294117647,2.6,1.0,2.1,8.4,2.7,1.4,1.1,1.1,4.6,119.0,103,0.08800000000000001,0.053,0.0,0.8,0.4,1.0,0.0,0.308,0.769,1.0,0.513,0.4
C,13.379310344827585,10.9,4.2,5.0,10.9,3.4,2.7,4.4,2.6,6.3,134.0,98,0.136,0.023,0.057,0.797,0.417,1.0,0.4,0.0,0.813,0.0,0.0,0.0
PF,27.83333333333333,24.0,12.3,4.4,6.0,3.5,1.1,0.6,4.1,2.9,115.0,114,0.183,0.022,0.011,0.6679999999999999,0.333,0.375,0.0,0.429,0.755,1.0,0.0,0.0
SG,32.0,14.1,3.7,2.2,7.9,6.1,1.0,0.7,3.3,5.3,93.0,111,0.3720000000000001,0.085,0.078,0.606,0.354,0.455,0.2,0.222,0.5,0.833,0.29600000000000004,0.125
PF,21.370967741935484,13.7,9.0,3.9,10.6,2.2,1.3,2.0,3.1,3.6,123.0,110,0.234,0.041,0.039,0.7929999999999999,0.445,0.381,0.4,0.386,0.7140000000000001,0.926,0.279,0.385
PG,21.506849315068493,8.7,3.1,2.2,6.5,7.5,2.6,0.7,2.2,2.9,120.0,110,0.265,0.032,0.024,0.645,0.349,0.385,0.2,0.37,0.308,0.809,0.173,0.5
PF,24.859375,11.5,2.2,2.8,6.7,3.5,2.8,0.7,3.1,4.1,101.0,108,0.25,0.023,0.028,0.601,0.413,0.214,0.353,0.35600000000000004,0.568,0.937,0.423,0.362
PG,35.333333333333336,15.0,12.3,0.7,4.9,12.3,1.4,0.2,6.4,2.3,114.0,117,0.16699999999999998,0.146,0.05,0.596,0.452,0.467,0.413,0.361,0.161,0.298,0.033,0.579
C,23.12068965517241,15.1,6.7,6.0,9.4,3.3,1.5,0.9,2.8,5.2,116.0,111,0.242,0.027000000000000003,0.004,0.659,0.422,0.154,1.0,0.24,0.7040000000000001,0.944,0.053,0.5
C,10.045454545454543,15.9,4.2,4.0,10.6,1.3,1.5,1.1,2.2,5.9,116.0,113,0.361,0.111,0.014,0.622,0.462,0.75,0.0,0.0,0.7559999999999999,0.0,0.0,0.0
C,18.416666666666668,13.7,5.9,7.0,12.3,2.9,0.6,2.4,2.2,6.0,134.0,105,0.229,0.042,0.034,0.684,0.42,0.438,0.769,0.0,0.725,0.0,0.0,0.0
